"V1","V2"
0.293205570393627,1.49740725946197e-20
0.286515675416574,1.1921190443741e-20
0.220732281291169,1.3291177906557e-12
0.282618994641937,4.02801073642239e-20
0.283089113123872,4.4859377969192e-20
0.287633847189889,2.60738844955751e-20
0.274780627004036,4.76570553466468e-19
0.298277281933116,3.56389958495864e-22
0.32652207486309,1.9944222379385e-26
0.313852912707079,1.34166557521101e-24
0.259804855084776,4.24829393177555e-17
0.320595954606069,8.31023457171409e-25
0.216316372330394,2.79576586347414e-12
0.272065749116369,9.8979248544733e-19
0.280322219297009,1.00642311435513e-19
0.287137068854257,9.79997575784742e-21
0.327030878706816,1.75281765104492e-26
0.227416717389626,1.78649565130057e-13
0.28610305515777,1.75895131767467e-20
0.231328524633533,6.46957936363046e-14
0.297934489195438,3.30310237807125e-21
0.282722565385088,3.90071444019013e-20
0.22282491495542,2.42936098483081e-12
0.294839984764073,1.09234415465155e-21
0.263321818512627,1.00944083034825e-16
0.279756499861048,2.22049785443317e-19
0.299857433571848,1.59239630653463e-22
0.270003764553667,2.29138263790586e-18
0.274033937583277,5.67331840527728e-18
0.297359444710207,3.63545291738979e-22
0.291638787544884,2.33543424143672e-21
0.286897725784125,1.43247179635111e-20
0.312762523513116,6.83889911277507e-24
0.275767230540051,3.27133755493432e-19
0.295743852724437,1.96257604121639e-21
0.278180809198245,1.57476013740938e-19
0.302202262057464,7.07931732004213e-22
0.199027266146751,3.51378977997544e-10
0.304431125825156,3.819842885316e-22
0.290402966554495,3.84937851105303e-20
0.267209519541112,4.12290125052908e-18
0.224561962806831,1.43989476612366e-12
0.220375450986652,9.1421935899641e-13
0.310908049866345,1.10926516712463e-22
0.30379626741677,4.04447262644929e-22
0.296337191417994,1.28746899197393e-21
0.314798120657497,4.43542943511989e-24
0.281147721408983,8.14959766357911e-20
0.280455445947245,7.85388495980256e-20
0.292936667657429,1.70159327859245e-20
0.292936667657429,1.70159327859245e-20
0.275789632311886,8.49626174163848e-19
0.293632924302805,1.22703523865572e-21
